Data_No,Differential_pressure,Flow_rate,Time,Dust_feed,Dust
1,10.489,55.005403868992,12.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,10.489,55.005403868992,12.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,10.489,55.3155000504747,12.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,8.590133,55.3949796984309,12.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,8.590133,55.2956334965914,13,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,9.22309,55.3353800367811,13.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,9.22309,55.2260804093652,13.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,9.22309,54.9117155740918,13.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,7.866754,55.464532785657,13.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,9.22309,55.3055734897446,13.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,6.691262,55.2260804093652,13.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,7.324219,55.146600761409,13.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,6.872107,54.9117155740918,13.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,7.233796,54.6775138354141,13.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,8.590133,54.9398207959904,14,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,12.29745,55.3751131445476,14.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,9.22309,54.9117155740918,14.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,9.494357,55.6334320747227,14.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,10.489,54.7993073522128,14.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,10.489,55.1084647930968,14.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,11.75492,55.3353800367811,14.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,11.6645,55.3453065975111,14.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,13.56337,55.4545927925038,14.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,9.22309,55.1565407545622,14.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,7.324219,54.892995647113,15,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,10.489,54.6868864646186,15.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,11.6645,55.005403868992,15.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,9.22309,54.9117155740918,15.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,9.22309,54.986671276298,15.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,10.489,55.0990794981771,15.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,10.489,55.3254400436279,15.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,7.324219,55.4446662317738,15.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,8.590133,55.3651731513944,15.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,9.22309,54.8367725376008,15.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,11.75492,55.2658269495549,16,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,16.72815,55.4247862454673,16.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,15.46224,55.3751131445476,16.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,18.08449,55.0241491274011,16.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,22.06308,55.206213855482,16.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,28.75434,55.3949796984309,16.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,26.85547,54.8461451668053,16.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,22.51519,55.2956334965914,16.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,21.97266,55.1664673152923,16.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,22.42477,55.0428817200951,16.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,20.5259,55.2658269495549,17,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,19.25998,55.0522543492997,17.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,20.5259,55.2658269495549,17.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,19.25998,55.0616143127891,17.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,18.62703,55.3453065975111,17.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,17.36111,54.8836103521933,17.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,14.19633,54.9398207959904,17.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,16.72815,54.8555177960099,17.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,17.36111,55.5142058865768,17.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,15.46224,55.1863473015987,17.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,17.36111,55.3055734897446,18,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,17.36111,55.3552465906644,18.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,18.62703,54.6868864646186,18.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,18.5366,55.146600761409,18.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,19.25998,55.0709869419937,18.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,17.36111,54.9398207959904,18.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,16.72815,55.0241491274011,18.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,16.72815,54.7243516500066,18.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,14.55802,55.146600761409,18.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,14.1059,55.0990794981771,18.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,15.46224,55.7427182697154,19,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,19.25998,55.206213855482,19.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,20.16421,55.3055734897446,19.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,20.5259,55.4446662317738,19.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,20.5259,55.5142058865768,19.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,17.36111,55.2856935034382,19.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,17.36111,55.4049196915841,19.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,18.62703,55.464532785657,19.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,19.25998,55.0335090908906,19.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,19.25998,55.1962738623288,19.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,22.42477,55.2856935034382,20,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,21.70139,55.2956334965914,20.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,22.42477,54.986671276298,20.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,22.42477,54.7056190573126,20.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,22.42477,55.4744727788103,20.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,27.48843,55.206213855482,20.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,23.69068,55.2459603956717,20.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,26.85547,55.2757669427081,20.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,24.32364,55.4049196915841,20.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,25.58955,55.5142058865768,20.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,24.32364,55.3254400436279,21,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,26.85547,54.892995647113,21.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,25.58955,55.1764073084455,21.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,25.58955,55.4148596847373,21.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,25.58955,55.2161538486352,21.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,23.32899,55.0990794981771,21.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,22.51519,55.3651731513944,21.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,23.69068,55.0803595711982,21.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,20.5259,54.9398207959904,21.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,18.62703,54.892995647113,21.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,19.16956,54.8180399449068,22,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,18.62703,55.0803595711982,22.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,19.25998,55.52414587973,22.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,19.16956,55.3751131445476,22.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,28.75434,55.3751131445476,22.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,28.75434,55.1178247565862,22.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,27.48843,55.1366607682558,22.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,23.69068,55.1366607682558,22.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,22.42477,55.0522543492997,22.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,24.32364,55.4943393326935,22.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,25.58955,55.4247862454673,23,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,32.46166,55.3055734897446,23.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,28.75434,55.4843993395403,23.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,28.75434,55.1962738623288,23.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,28.66392,55.005403868992,23.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,28.75434,55.146600761409,23.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,28.75434,55.0803595711982,23.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,28.75434,55.0428817200951,23.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,28.75434,55.4247862454673,23.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,26.85547,55.7029851619489,23.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,26.22251,55.464532785657,24,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,25.40871,55.583758973803,24.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,23.69068,55.1764073084455,24.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,25.58955,54.9304608325009,24.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,28.75434,55.0990794981771,24.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,26.85547,55.3751131445476,24.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,23.69068,54.9304608325009,24.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,25.58955,55.1764073084455,24.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,24.32364,55.0147764981966,24.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,26.85547,55.5042793258468,24.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,28.75434,55.3850531377008,25,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,28.75434,55.4943393326935,25.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,27.48843,55.3949796984309,25.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,30.65321,55.1764073084455,25.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,31.8287,55.4049196915841,25.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,31.8287,55.3453065975111,25.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,30.65321,55.2161538486352,25.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,31.91912,55.0147764981966,25.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,32.46166,54.9679260178889,25.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,36.89236,55.0241491274011,25.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,38.61039,55.3254400436279,26,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,38.15828,55.2856935034382,26.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,33.72757,55.0616143127891,26.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,32.46166,55.3254400436279,26.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,33.63715,55.0709869419937,26.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,33.72757,55.3751131445476,26.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,34.6318,55.0335090908906,26.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,41.95602,55.4545927925038,26.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,40.6901,54.986671276298,26.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,35.62645,55.3155000504747,26.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,39.15292,55.0803595711982,27,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,37.52532,55.2558869564017,27.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,40.6901,55.3453065975111,27.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,43.76447,55.2856935034382,27.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,44.39742,55.1084647930968,27.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,44.39742,55.3155000504747,27.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,46.92925,55.5340858728832,27.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,45.66334,55.52414587973,27.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,47.56221,55.2161538486352,27.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,46.92925,54.7712021303142,27.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,45.66334,55.2360204025184,28,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,45.66334,55.3651731513944,28.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,46.92925,55.7327917089853,28.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,47.56221,55.2757669427081,28.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,48.82812,55.1084647930968,28.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,49.37066,55.1664673152923,28.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,50.727,55.3055734897446,28.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,51.99291,55.4148596847373,28.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,52.62587,55.0990794981771,28.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,53.71094,54.892995647113,28.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,54.16305,55.4843993395403,29,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,54.43432,55.4545927925038,29.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,54.43432,55.5440124336133,29.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,53.80136,55.5142058865768,29.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
1,54.16305,55.4943393326935,29.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust"
