index,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,comment_box,verify_relationship,verify_relationship:confidence,orig__golden,chemical_id,chemical_name,disease_id,disease_name,form_sentence,original_job_id,pmid,relation_pair_id,sentence_id,uniq_id,verify_relationship_gold,verify_relationship_gold_reason
10,770955382,True,golden,10,,"








",no_relation,1.0,True,D000241,"<span class=""chemical"">adenosine</span>",D059787|D059350,"<span class=""disease"">acute and chronic pain</span>","BACKGROUND: Preclinical studies of intrathecal <span class=""chemical"">adenosine</span> suggest it may be effective in the treatment of <span class=""disease"">acute and chronic pain</span> in humans, and preliminary studies in volunteers and patients with a Swedish formulation of <span class=""chemical"">adenosine</span> suggests it may be effective in hypersensitivity states but not with acute noxious stimulation.",762850.0,11752998,11752998_D000241_D059787|D059350,11752998_1,bcv_easy_3089_sent_dev_set_762850,no_relation,Adenosine might be able to treat acute and chronic pain.
11,770955383,True,golden,9,,"







",yes_direct,0.8953,True,D010830,"<span class=""chemical"">eserine</span>",D015878,"<span class=""disease"">mydriasis</span>","On the other hand, <span class=""disease"">mydriasis</span>, tremor and clonic-tonic convulsions evoked by carbachol and <span class=""chemical"">eserine</span> were not significantly changed by calcium chloride.",762850.0,6892185,6892185_D010830_D015878,6892185_3,bcv_easy_1548_sent_dev_set_762850,yes_direct,Eserine and carbachol cause mydriasis.
12,770955384,True,golden,12,,"










",no_relation,1.0,True,C084178,"<span class=""chemical"">telmisartan</span>",D006973,"<span class=""disease"">hypertension</span>","Results of a comparative, phase III, 12-week, multicenter, prospective, randomized, double-blind assessment of the efficacy and tolerability of a fixed-dose combination of <span class=""chemical"">telmisartan</span> and amlodipine versus amlodipine monotherapy in Indian adults with stage II <span class=""disease"">hypertension</span>.",762850.0,18201582,18201582_C084178_D006973,18201582_0,bcv_easy_2744_sent_dev_set_762850,no_relation,Telmisartan is being used in patients with stage II hypertension. It seems it is being tested as a treatment.
13,770955385,True,golden,10,,"








",yes_direct,0.6858,True,D004329,"<span class=""chemical"">droperidol</span>",D004342,"<span class=""disease"">drug allergies</span>","We report the case of a previously healthy 19-year-old man with no known <span class=""disease"">drug allergies</span> in whom angioedema with significant tongue swelling and protrusion developed within 10 minutes of the administration of a single IV dose of <span class=""chemical"">droperidol</span>.",762850.0,8599504,8599504_D004329_D004342,8599504_2,bcv_easy_1324_sent_dev_set_762850,no_relation,"Droperidol causes angioedema and tongue swelling, but the patient had no prior drug allergies."
14,770955386,True,golden,11,,"









",yes_direct,0.63,True,D006493,"<span class=""chemical"">heparin</span>",D006470,"<span class=""disease"">hemorrhage</span>","Clinical manifestations of this disorder include <span class=""disease"">hemorrhage</span> or, more frequently, thromboembolic events in patients receiving <span class=""chemical"">heparin</span>.",762850.0,6615052,6615052_D006493_D006470,6615052_2,bcv_easy_3021_sent_dev_set_762850,yes_direct,"The sentence does not follow the ""[chemical]-induced [other disease] causes [highlighted disease]"" structure, so  heparin-induced [other disease] causes hemorrhage is wrong. Patients developed hemorrhage after receiving heparin, so the correct choice is ""heparin directly contributes to or causes hemorrhage."""
15,770955387,True,golden,14,,"












",yes_direct,1.0,True,D014700,"<span class=""chemical"">Verapamil</span>",D001281,"<span class=""disease"">AF</span>","RESULTS: <span class=""chemical"">Verapamil</span> caused <span class=""disease"">AF</span> promotion in six dogs, increasing mean duration of <span class=""disease"">AF</span> induced by burst pacing, from 8+/-4 s (mean+/-S.E.) to 95+/-39 s (P<0.01 vs. control) at a loading dose of 0.1 mg/kg and 228+/-101 s (P<0.0005 vs. control) at a dose of 0.2 mg/kg.",762850.0,11282081,11282081_D014700_D001281,11282081_6,bcv_easy_1715_sent_dev_set_762850,yes_direct,
16,770955388,True,golden,20,,"


















",yes_direct,1.0,True,D004298,"<span class=""chemical"">dopamine</span>",D002389,"<span class=""disease"">catatonia</span>","In the pinealectomized chick, pretreatment with <span class=""chemical"">dopamine</span> increased the duration of <span class=""disease"">catatonia</span> (DOC) after ketamine, but pretreatment with norepinephrine did not.",762850.0,6540303,6540303_D004298_D002389,6540303_2,bcv_easy_967_sent_dev_set_762850,yes_direct,"Dopamine made the duration of catatonia longer, which means dopamine made catatonia worse."
17,770955389,True,golden,11,,"









",yes_direct,0.7389,True,D000082,"<span class=""chemical"">acetaminophen</span>",D064420,"<span class=""disease"">toxicity</span>","To further our understanding of the mechanism of CS cytoprotection, we examined in rats and mice the protective abilities of CS and the non-hydrolyzable ether form of CS, gamma-cholesteryloxybutyric acid, tris salt (CSE) against <span class=""chemical"">acetaminophen</span>-, adriamycin-, carbon tetrachloride-, chloroform- and galactosamine-induced <span class=""disease"">toxicity</span>.",762850.0,9067481,9067481_D000082_D064420,9067481_2,bcv_easy_2720_sent_dev_set_762850,yes_direct,"Five chemicals, including acetaminophen, induced (caused) toxicity."
18,770955390,True,golden,8,,"






",yes_direct,1.0,True,D016861,"<span class=""chemical"">cyclooxygenase inhibitors</span>",D020521,"<span class=""disease"">stroke</span>","Randomised clinical trials and observational studies have shown an increased risk of myocardial infarction, <span class=""disease"">stroke</span>, hypertension and heart failure during treatment with <span class=""chemical"">cyclooxygenase inhibitors</span>.",762850.0,16586083,16586083_D016861_D020521,16586083_1,bcv_easy_291_sent_dev_set_762850,yes_direct,Cyclooxygenase inhibitors cause four diseases including stroke.
19,770955391,True,golden,14,,"












",no_relation,0.9297,True,D000109,"<span class=""chemical"">acetylcholine</span>",D023921,"<span class=""disease"">coronary artery stenosis</span>","Coronary spasm was induced by intracoronary injection of <span class=""chemical"">acetylcholine</span>, and no fixed <span class=""disease"">coronary artery stenosis</span> was documented on angiograms in all patients.",762850.0,11078231,11078231_D000109_D023921,11078231_6,bcv_easy_1807_sent_dev_set_762850,no_relation,No fixed coronary artery stenosis was observed in patients who were injected with acetylcholine.
20,770955392,True,golden,10,,"








",yes_direct,0.6957,True,D014147,"<span class=""chemical"">tramadol</span>",D006212,"<span class=""disease"">hallucinations</span>","Fifty-six days after initiation of the treatment the patient presented <span class=""disease"">hallucinations</span> that only stopped after the withdrawal of psycho-active drugs and <span class=""chemical"">tramadol</span>.",762850.0,8766220,8766220_D014147_D006212,8766220_3,bcv_easy_1658_sent_dev_set_762850,yes_direct,The hallucinations only went away after psycho-active drugs and tramadol were taken away.
21,770955393,True,golden,14,,"












",yes_direct,1.0,True,D000638,"<span class=""chemical"">Amiodarone</span>",D011014,"<span class=""disease"">pneumonitis</span>","<span class=""chemical"">Amiodarone</span> is an effective antiarrhythmic agent whose utility is limited by many side-effects, the most problematic being <span class=""disease"">pneumonitis</span>.",762850.0,1595783,1595783_D000638_D011014,1595783_1,bcv_easy_3183_sent_dev_set_762850,yes_direct,Pneumonitis is a side effect of amiodarone.
22,770955394,True,golden,14,,"












",no_relation,1.0,True,D017374,"<span class=""chemical"">paroxetine</span>",D059350,"<span class=""disease"">chronic pain</span>","This drug was initiated in association with <span class=""chemical"">paroxetine</span> and dosulepine hydrochloride in a tetraparetic patient with <span class=""disease"">chronic pain</span>.",762850.0,8766220,8766220_D017374_D059350,8766220_2,bcv_easy_1657_sent_dev_set_762850,no_relation,"A patient with chronic pain was given paroxetine, but the sentence does not say paroxetine caused the pain."
23,770955395,True,golden,5,,"



",yes_direct,1.0,True,D002945,"<span class=""chemical"">cisplatin</span>",D058186,"<span class=""disease"">acute renal injury</span>","The nephroprotective effect of coenzyme Q10 was investigated in mice with <span class=""disease"">acute renal injury</span> induced by a single i.p. injection of <span class=""chemical"">cisplatin</span> (5 mg/kg).",762850.0,20510337,20510337_D002945_D058186,20510337_1,bcv_easy_1046_sent_dev_set_762850,yes_direct,Acute renal injury was induced by cisplatin injection.
24,770955396,True,golden,14,,"












",yes_direct,1.0,True,D010878,"<span class=""chemical"">piperacillin</span>",D006311,"<span class=""disease"">Ototoxicity</span>","<span class=""disease"">Ototoxicity</span> occurred in four (9.5%) of 42 netilmicin and <span class=""chemical"">piperacillin</span> and in 12 (22%) of 54 tobramycin and <span class=""chemical"">piperacillin</span>-treated patients.",762850.0,3535719,3535719_D010878_D006311,3535719_4,bcv_easy_773_sent_dev_set_762850,yes_direct,Some of the patients receiving piperacillin developed ototoxicity.
25,770955397,True,golden,12,,"










",no_relation,0.8426,True,D010665,"<span class=""chemical"">PPA</span>",D006973,"<span class=""disease"">hypertensive</span>","These results suggest that <span class=""chemical"">PPA</span>/caffeine can lead to cerebral hemorrhage in previously <span class=""disease"">hypertensive</span> animals when administered in greater than the allowed dosage.",762850.0,6695415,6695415_D010665_D006973,6695415_6,bcv_easy_1498_sent_dev_set_762850,no_relation,"The ""previously"" implies that the animals already had hypertension before they were given PPA."
26,770955398,True,golden,13,,"











",no_relation,0.5225,True,D000666,"<span class=""chemical"">amphotericin B</span>",D007008,"<span class=""disease"">hypokalemia</span>","Spironolactone: is it a novel drug for the prevention of <span class=""chemical"">amphotericin B</span>-related <span class=""disease"">hypokalemia</span> in cancer patients?",762850.0,11868798,11868798_D000666_D007008,11868798_0,bcv_easy_1118_sent_dev_set_762850,yes_direct,
27,770955399,True,golden,10,,"
'was assessed' could mean that they reached the conclution either way.







",no_relation,0.7009,True,C034753,"<span class=""chemical"">benzylacyclouridine/BAU</span>",D007970,"<span class=""disease"">leukopenia</span>","Because of the clinical toxicities associated with chronic Urd administration, the ability of <span class=""chemical"">benzylacyclouridine</span> (<span class=""chemical"">BAU</span>) to effect, in vivo, AZT-induced anemia and <span class=""disease"">leukopenia</span> was assessed.",762850.0,2257294,2257294_C034753_D007970,2257294_2,bcv_easy_2854_sent_dev_set_762850,no_relation,"Leukopenia was caused by ""AZT""."
28,770955400,True,golden,9,,"







",yes_direct,0.7841,True,D002083,"<span class=""chemical"">BHA</span>",D010212,"<span class=""disease"">squamous cell papilloma</span>","In groups given 2% <span class=""chemical"">BHA</span>, although marked hyperplastic changes of the forestomach epithelium were observed in all animals, co-administration of 0.25% RA significantly (P less than 0.05) increased the incidence of forestomach tumors (<span class=""disease"">squamous cell papilloma</span> and carcinoma) to 60% (9/15, 2 rats with carcinoma) from 15% (3/20, one rat with carcinoma) in the group given RA-free water.",762850.0,3131282,3131282_D002083_D010212,3131282_3,bcv_easy_24_sent_dev_set_762850,yes_direct,"Giving BHA together with RA caused squamous cell papillomas. Remember if a chemical only works in combination with other chemicals, then the correct choice is that the chemical can cause the disease."
29,770955401,True,golden,11,,"









",no_relation,0.911,True,D013835,"<span class=""chemical"">TPP</span>",D014899,"<span class=""disease"">Wernicke's encephalopathy</span>","We found that the above-mentioned patient and one of the diabetic kindreds with no history of <span class=""disease"">Wernicke's encephalopathy</span> had abnormal transketolase as determined by its Km for <span class=""chemical"">TPP</span>.",762850.0,3762968,3762968_D013835_D014899,3762968_3,bcv_easy_1369_sent_dev_set_762850,no_relation,
30,770955402,True,golden,10,,"








",no_relation,0.5825,True,D004110,"<span class=""chemical"">diltiazem</span>",D062787,"<span class=""disease"">overdose</span>","It should be considered early in cases of cardiac arrest after <span class=""chemical"">diltiazem</span> <span class=""disease"">overdose</span>.",762850.0,12101159,12101159_D004110_D062787,12101159_8,bcv_easy_834_sent_dev_set_762850,yes_direct,You can overdose on the drug diltiazem.
31,770955403,True,golden,14,,"












",yes_direct,1.0,True,D012110,"<span class=""chemical"">Reserpine</span>",D014202,"<span class=""disease"">tremor</span>","<span class=""chemical"">Reserpine</span> also produced <span class=""disease"">tremor</span> and catalepsy, which are signs suggestive of Parkinson's disease.",762850.0,11999899,11999899_D012110_D014202,11999899_4,bcv_easy_2175_sent_dev_set_762850,yes_direct,
32,770955404,True,golden,9,,"







",no_relation,0.785,True,C018370,"<span class=""chemical"">PREGS</span>",D000647,"<span class=""disease"">amnesia</span>","The memory-enhancing effects of <span class=""chemical"">PREGS</span> and its analogs were tested in the passive avoidance task using the model of scopolamine-induced <span class=""disease"">amnesia</span>.",762850.0,11860495,11860495_C018370_D000647,11860495_7,bcv_easy_3086_sent_dev_set_762850,no_relation,The amnesia was caused by scopolamine.
33,770955405,True,golden,14,,"












",no_relation,1.0,True,D001590,"<span class=""chemical"">benztropine</span>",D010302,"<span class=""disease"">parkinsonism</span>","In a 12-week controlled study ethopropazine was compared to <span class=""chemical"">benztropine</span> in the treatment of <span class=""disease"">parkinsonism</span> induced by fluphenazine enanthate in 60 schizophrenic outpatients.",762850.0,33969,33969_D001590_D010302,33969_1,bcv_easy_2138_sent_dev_set_762850,no_relation,Benztropine is being studied as a treatment for parkinsonism.
34,770955406,True,golden,9,,"







",no_relation,0.8881,True,D015119,"<span class=""chemical"">epsilon-aminocaproic acid</span>",D012851,"<span class=""disease"">cerebral sinus thrombosis</span>","Although increased risk of thromboembolic disease has been reported during treatment with <span class=""chemical"">epsilon-aminocaproic acid</span>, <span class=""disease"">cerebral sinus thrombosis</span> has not been previously described.",762850.0,2339463,2339463_D015119_D012851,2339463_3,bcv_easy_43_sent_dev_set_762850,no_relation,"The sentence says no known cases of epsilon-aminocaproic acid causing cerebral sinus thrombosis existed before. Although we might want to say that this sentence is reporting the first case, the relation between epsilon-aminocaproic acid and cerebral sinus thrombosis is not explicit here."
35,770955407,True,golden,12,,"










",no_relation,1.0,True,D010878,"<span class=""chemical"">piperacillin sodium</span>",D007239,"<span class=""disease"">infections</span>","We prospectively compared the efficacy and safety of netilmicin sulfate or tobramycin sulfate in conjunction with <span class=""chemical"">piperacillin sodium</span> in 118 immunocompromised patients with presumed severe <span class=""disease"">infections</span>.",762850.0,3535719,3535719_D010878_D007239,3535719_1,bcv_easy_768_sent_dev_set_762850,no_relation,The text seems to say that piperacillin sodium was being tested as a treatment.
36,770955408,True,golden,13,,"











",yes_direct,0.8612,True,D004317,"<span class=""chemical"">ADR/adriamycin</span>",D002318,"<span class=""disease"">cardiovascular toxicity</span>","The use of <span class=""chemical"">adriamycin</span> (<span class=""chemical"">ADR</span>) in cancer chemotherapy has been limited due to its cumulative <span class=""disease"">cardiovascular toxicity</span>.",762850.0,9952311,9952311_D004317_D002318,9952311_1,bcv_easy_1186_sent_dev_set_762850,yes_direct,
37,770955409,True,golden,10,,"








",yes_direct,0.6912,True,D013467,"<span class=""chemical"">sulindac</span>",D007681,"<span class=""disease"">renal papillary necrosis/RPN</span>","A 31-year-old man with rheumatoid arthritis, who had previously been treated with <span class=""chemical"">sulindac</span>, fenoprofen calcium, high dose salicylates and gold salts, developed <span class=""disease"">renal papillary necrosis</span> (<span class=""disease"">RPN</span>) 4 months after institution of naproxen therapy.",762850.0,6699841,6699841_D013467_D007681,6699841_1,bcv_easy_840_sent_dev_set_762850,no_relation,"The patient developed renal papillary necrosis only after starting naproxen therapy. The sentence says the man was ""previously treated with sulindac"", which implies that sulindac was not taken at the same time as naproxen."
38,770955410,True,golden,4,,"


",yes_direct,0.7687,True,D010862,"<span class=""chemical"">pilocarpine</span>",D012640,"<span class=""disease"">seizures</span>","Steroids with the 3-hydroxy group in the alpha-position and 5-H in the alpha- or beta-configurations were highly effective in protecting against <span class=""chemical"">pilocarpine</span> (416 mg/kg, s.c.)-induced limbic motor <span class=""disease"">seizures</span> and status epilepticus (ED50 values, 7.0-18.7 mg/kg, i.p.).",762850.0,9121607,9121607_D010862_D012640,9121607_2,bcv_easy_2104_sent_dev_set_762850,yes_direct,
39,770955411,True,golden,16,,"














",no_relation,0.9386,True,D000082,"<span class=""chemical"">paracetamol</span>",D006525,"<span class=""disease"">viral hepatitis</span>","Acid protease (cathepsin D) activity was increased about tenfold in patients who died and nearly fourfold in those who survived fulminant hepatic failure after <span class=""chemical"">paracetamol</span> overdose, whereas activities were increased equally in patients with fulminant hepatic failure due to <span class=""disease"">viral hepatitis</span> whether or not they survived.",762850.0,7007443,7007443_D000082_D006525,7007443_2,bcv_easy_1359_sent_dev_set_762850,no_relation,Paracetamol overdose causes fulminant hepatic (liver) failure. The text does not say what caused the viral hepatitis.
40,770955412,True,golden,9,,"







",no_relation,0.5319,True,D016202,"<span class=""chemical"">NMDA/N-methyl-D-aspartate</span>",D012559,"<span class=""disease"">schizophrenia</span>","The glutamatergic <span class=""chemical"">N-methyl-D-aspartate</span> (<span class=""chemical"">NMDA</span>) receptor has been implicated in the pathophysiology of <span class=""disease"">schizophrenia</span>.",762850.0,20727411,20727411_D016202_D012559,20727411_1,bcv_easy_2627_sent_dev_set_762850,no_relation,"The NMDA receptor is involved in schizophrenia, not the chemical NMDA."
41,770955413,True,golden,14,,"












",no_relation,0.935,True,D010396,"<span class=""chemical"">D-penicillamine</span>",D008105,"<span class=""disease"">primary biliary cirrhosis</span>","A case of polymyositis in a patient with <span class=""disease"">primary biliary cirrhosis</span> treated with <span class=""chemical"">D-penicillamine</span>.",762850.0,8268147,8268147_D010396_D008105,8268147_0,bcv_easy_2535_sent_dev_set_762850,no_relation,D-penicillamine seems to have been used to treat primary biliary cirrhosis.
42,770955414,True,golden,23,,"





















",yes_direct,0.8279,True,D011692,"<span class=""chemical"">puromycin aminonucleoside/PAN</span>",D058186,"<span class=""disease"">Acute experimental models of renal damage</span>","<span class=""disease"">Acute experimental models of renal damage</span> to the proximal tubular, glomerular, and papillary regions of the rat were produced by administration of hexachloro-1:3-butadiene (HCBD), <span class=""chemical"">puromycin aminonucleoside</span> (<span class=""chemical"">PAN</span>), and 2-bromoethylamine (BEA), respectively.",762850.0,3653576,3653576_D011692_D058186,3653576_1,bcv_easy_1663_sent_dev_set_762850,yes_direct,Three chemicals all produced acute experimental models of renal damage.
43,770955415,True,golden,18,,"
















",yes_direct,0.9467,True,D013619,"<span class=""chemical"">Tacrine</span>",D012640,"<span class=""disease"">seizures</span>","<span class=""chemical"">Tacrine</span>, administered in LiCl pre-treated rats, induces electrocorticographic <span class=""disease"">seizures</span> and delayed hippocampal damage.",762850.0,19944736,19944736_D013619_D012640,19944736_3,bcv_easy_1618_sent_dev_set_762850,yes_direct,
44,770955416,True,golden,4,,"


",no_relation,0.768,True,D020123,"<span class=""chemical"">sirolimus</span>",D011565,"<span class=""disease"">psoriasis</span>","Activated peripheral blood T cells from patients with <span class=""disease"">psoriasis</span> tended to exhibit greater spontaneous or dexamethasone-induced apoptosis than did normal T cells, particularly in the presence of <span class=""chemical"">sirolimus</span>.",762850.0,10328196,10328196_D020123_D011565,10328196_4,bcv_easy_3112_sent_dev_set_762850,no_relation,"Sirolimus made T cells undergo apoptosis (cell death) faster, but sirolimus is not stated to have caused psoriasis."
45,770955417,True,golden,12,,"










",no_relation,1.0,True,C107135,"<span class=""chemical"">everolimus</span>",D009190,"<span class=""disease"">MDS/myelodysplastic syndrome</span>","We report on a combination of <span class=""chemical"">everolimus</span> and tacrolimus in 24 patients (median age, 62 years) with either <span class=""disease"">myelodysplastic syndrome</span> (<span class=""disease"">MDS</span>; n = 17) or acute myeloid leukemia (AML; n = 7) undergoing intensive conditioning followed by HSCT from related (n = 4) or unrelated (n = 20) donors.",762850.0,19135948,19135948_C107135_D009190,19135948_3,bcv_easy_161_sent_dev_set_762850,no_relation,"Everolimus was used in patients with myelodysplastic syndrome, but the text does not say everolimus caused MDS."
46,770955418,True,golden,3,,"

",yes_direct,1.0,True,D013390,"<span class=""chemical"">succinylcholine</span>",D063806,"<span class=""disease"">myalgia</span>","In conclusion, there is no evidence for an inflammatory origin of <span class=""chemical"">succinylcholine</span>-associated <span class=""disease"">myalgia</span>.",762850.0,12760988,12760988_D013390_D063806,12760988_9,bcv_easy_3068_sent_dev_set_762850,yes_direct,"The sentence says that there is no evidence for an ""inflammatory origin"" of myalgia caused by succinylcholine. This does not mean that succinylcholine cannot cause myalgia."
47,770955419,True,golden,7,,"





",no_relation,0.7214,True,D000809,"<span class=""chemical"">angiotensin</span>",D009404,"<span class=""disease"">NS/nephrotic syndrome</span>","Plasma concentration and urine excretion of the renin-<span class=""chemical"">angiotensin</span> system proteins are altered in rats with <span class=""disease"">nephrotic syndrome</span> (<span class=""disease"">NS</span>).",762850.0,9154656,9154656_D000809_D009404,9154656_1,bcv_easy_2019_sent_dev_set_762850,no_relation,The renin-angiotensin system protein levels were different in rats with nephrotic syndrome.
48,770955420,True,golden,8,,"






",no_relation,1.0,True,C024224,"<span class=""chemical"">naloxazone</span>",D007035,"<span class=""disease"">hypothermia</span>","Pretreatment with <span class=""chemical"">naloxazone</span> significantly blocked morphine analgesia, catalepsy and <span class=""disease"">hypothermia</span> at a dose which completely eliminated high-affinity binding in brain membranes.",762850.0,6308526,6308526_C024224_D007035,6308526_2,bcv_easy_2753_sent_dev_set_762850,no_relation,Naloxazone made hypothermia better.
49,770955421,True,golden,9,,"







",no_relation,0.7725,True,C005618,"<span class=""chemical"">benzoylecgonine</span>",D003693,"<span class=""disease"">EDDs</span>","<span class=""disease"">EDDs</span> had concentrations of cocaine and <span class=""chemical"">benzoylecgonine</span> in autopsy blood that were similar to those for controls.",762850.0,8988571,8988571_C005618_D003693,8988571_5,bcv_easy_3013_sent_dev_set_762850,no_relation,
50,770955422,True,golden,7,,"





",no_relation,1.0,True,D008625,"<span class=""chemical"">Tiopronin</span>",D001172,"<span class=""disease"">RA</span>","Compared to healthy controls a lower DR5 frequency was observed in patients with <span class=""disease"">RA</span> except for the <span class=""chemical"">Tiopronin</span> related nephritis group.",762850.0,3084782,3084782_D008625_D001172,3084782_3,bcv_easy_3042_sent_dev_set_762850,no_relation,
51,770955423,True,golden,15,,"













",no_relation,0.804,True,D008094,"<span class=""chemical"">lithium</span>",D014262,"<span class=""disease"">tricuspid regurgitation</span>","A newborn with massive <span class=""disease"">tricuspid regurgitation</span>, atrial flutter, congestive heart failure, and a high serum <span class=""chemical"">lithium</span> level is described.",762850.0,6794356,6794356_D008094_D014262,6794356_1,bcv_easy_2_sent_dev_set_762850,no_relation,"Although the newborn had both tricuspid regurgitation and high blood lithium levels, the sentence does not say that the lithium is what caused the tricuspid regurgitation."
52,770955424,True,golden,12,,"










",yes_direct,1.0,True,C020976,"<span class=""chemical"">azelastine</span>",D013651,"<span class=""disease"">altered taste perception</span>","Drowsiness and <span class=""disease"">altered taste perception</span> were increased significantly over placebo only in the high-dose <span class=""chemical"">azelastine</span> group.",762850.0,3057041,3057041_C020976_D013651,3057041_13,bcv_easy_974_sent_dev_set_762850,yes_direct,Azelastine caused drowsiness and altered taste perception whereas the placebo (no chemical given) did not.
